ClubName,CurrentRating,OriginCountry,OriginConfederation,DomesticLeagueName,PyramidCountry,PyramidConfederation,DomesticLevel,DomesticLeagueSimName,PyramidCountryFinal,PyramidConfederationFinal
Al Kahrabaa,63.1,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Al Najaf,62.5,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Naft Al-Basra,61.7,Iraq,Asia,,Iraq,Asia,,,Iraq,Asia
Al Hudod,60.1,Iraq,Asia,,Iraq,Asia,,,Iraq,Asia
Al-Qasim,60,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Karbala,59.3,Iraq,Asia,,Iraq,Asia,,,Iraq,Asia
Hapoel Be'er Sheva,78.3,Israel,Europe,Ligat Ha'al,Israel,Europe,1,Ligat Ha'al,Israel,Europe
Beitar Jerusalem,76.1,Israel,Europe,Ligat Ha'al,Israel,Europe,1,Ligat Ha'al,Israel,Europe
Maccabi Tel Aviv,75.6,Israel,Europe,Ligat Ha'al,Israel,Europe,1,Ligat Ha'al,Israel,Europe
Maccabi Haifa,74.9,Israel,Europe,Ligat Ha'al,Israel,Europe,1,Ligat Ha'al,Israel,Europe
Hapoel Tel Aviv,72.1,Israel,Europe,Ligat Ha'al,Israel,Europe,1,Ligat Ha'al,Israel,Europe
Maccabi Netanya,69.8,Israel,Europe,Ligat Ha'al,Israel,Europe,1,Ligat Ha'al,Israel,Europe
Hapoel Jerusalem,69.5,Israel,Europe,Ligat Ha'al,Israel,Europe,1,Ligat Ha'al,Israel,Europe
Hapoel Petah Tikva,69.5,Israel,Europe,Ligat Ha'al,Israel,Europe,1,Ligat Ha'al,Israel,Europe
Bnei Sakhnin,69.2,Israel,Europe,Ligat Ha'al,Israel,Europe,1,Ligat Ha'al,Israel,Europe
Hapoel Haifa,68.7,Israel,Europe,Ligat Ha'al,Israel,Europe,1,Ligat Ha'al,Israel,Europe
Ironi Tiberias,67.5,Israel,Europe,Ligat Ha'al,Israel,Europe,1,Ligat Ha'al,Israel,Europe
Maccabi Petah Tikva,67,Israel,Europe,Liga Leumit,Israel,Europe,2,Liga Leumit,Israel,Europe
Ashdod,66.5,Israel,Europe,Ligat Ha'al,Israel,Europe,1,Ligat Ha'al,Israel,Europe
Ironi Kiryat Shmona,66.4,Israel,Europe,Ligat Ha'al,Israel,Europe,1,Ligat Ha'al,Israel,Europe
Maccabi Bnei Raina,65,Israel,Europe,Ligat Ha'al,Israel,Europe,1,Ligat Ha'al,Israel,Europe
Hapoel Ramat Gan,64,Israel,Europe,Liga Leumit,Israel,Europe,2,Liga Leumit,Israel,Europe
Maccabi Herzliya,63.3,Israel,Europe,Liga Leumit,Israel,Europe,2,Liga Leumit,Israel,Europe
Kiryat Yam SC,62.8,Israel,Europe,Liga Leumit,Israel,Europe,2,Liga Leumit,Israel,Europe
Bnei Yehuda,62.5,Israel,Europe,Liga Leumit,Israel,Europe,2,Liga Leumit,Israel,Europe
Hapoel Acre,62,Israel,Europe,Liga Leumit,Israel,Europe,2,Liga Leumit,Israel,Europe
Hapoel Kfar Saba,61.7,Israel,Europe,Liga Leumit,Israel,Europe,2,Liga Leumit,Israel,Europe
Hapoel Kfar Shalem,61.7,Israel,Europe,Liga Leumit,Israel,Europe,2,Liga Leumit,Israel,Europe
Hapoel Rishon LeZion,61.5,Israel,Europe,Liga Leumit,Israel,Europe,2,Liga Leumit,Israel,Europe
Kafr Qasim,61.1,Israel,Europe,Liga Leumit,Israel,Europe,2,Liga Leumit,Israel,Europe
Hapoel Hadera,60.9,Israel,Europe,Liga Leumit,Israel,Europe,2,Liga Leumit,Israel,Europe
Hapoel Ra'anana,60.7,Israel,Europe,Liga Leumit,Israel,Europe,2,Liga Leumit,Israel,Europe
Tira,60.6,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Maccabi Kabilio Jaffa,60.2,Israel,Europe,Liga Leumit,Israel,Europe,2,Liga Leumit,Israel,Europe
Hapoel Nof HaGalil,60.1,Israel,Europe,Liga Leumit,Israel,Europe,2,Liga Leumit,Israel,Europe
Maccabi Kiryat Gat,59.9,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Ironi Modi'in,59.6,Israel,Europe,Liga Leumit,Israel,Europe,2,Liga Leumit,Israel,Europe
Maccabi Yavne,59.3,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Maccabi K. Ata Bialik,59.1,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Hapoel Afula,58.7,Israel,Europe,Liga Leumit,Israel,Europe,2,Liga Leumit,Israel,Europe
Maccabi Ahi Nazareth,58.6,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Dimona,58.5,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Ironi Baka El Garbiya,57.2,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Agudat Sport Ashdod,56.8,Israel,Europe,,Israel,Europe,,,Israel,Europe
Maccabi Ashdod,56.7,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Hapoel Migdal HaEmek,56.6,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
FC Jerusalem,56.6,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Ihud Bnei Shfaram,56.4,Israel,Europe,,Israel,Europe,,,Israel,Europe
Shimshon Tel Aviv,56.3,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Hapoel Ironi Karmiel,56.3,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Maccabi Neve Sha'anan,56.2,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Sderot,56,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Nordia Jerusalem,55.8,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Holon Yermiyahu,55.7,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Hapoel Herzliya,55.6,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Hapoel Umm al-Fahm,55.5,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Hapoel Bnei Musmus,55.5,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Tzeirei Umm al-Fahm,55.4,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
FC Tirat HaCarmel,55.1,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Tzeirey Tira,54.9,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Hapoel Ramat HaSharon,54.8,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Maccabi B. Jadeidi-Makr,54.7,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel Mahane Yehuda,54.6,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Kfar Saba 1928,54.5,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Maccabi Kiryat Malachi,54.5,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Beitar Nahariya,54.5,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel Bu'eine,54.5,Israel,Europe,,Israel,Europe,,,Israel,Europe
Hapoel Bnei Zalafa,54.5,Israel,Europe,,Israel,Europe,,,Israel,Europe
Beitar Yavne,54,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Hapoel Beit She'an,53.9,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Hapoel Azor,53.1,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Hapoel Marmorek,52.8,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Hapoel Ironi Arraba,52.8,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Ironi Nesher,52.6,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Hapoel Lod,52.3,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Tzeirey Tamra,51.9,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Ironi Beit Shemesh,51.8,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Maccabi Ironi Amishav PT,51.8,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Ihud Bnei Baqa,51.2,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Shikun HaMizrah,51.2,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel Tirat HaCarmel,50.6,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Hapoel Bnei Ein Mahil,50.5,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Beitar Ramat Gan,50.5,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Maccabi Ihud Bnei Avtin,50.4,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel Bik'at HaYarden,50.1,Israel,Europe,,Israel,Europe,,,Israel,Europe
Hapoel Daliyat Al Karmel,50,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Maccabi Nujeidat Ahmed,49.9,Israel,Europe,Liga Alef,Israel,Europe,3,Liga Alef,Israel,Europe
Hapoel Segev Shalom,49.9,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Or Akiva,49.9,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Ironi Ashkelon,49.8,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel Hod HaSharon,49.7,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Beitar Haifa,49.6,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel Kiryat Ono,49.4,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hakoah Ramat Gan,49.4,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Ramla,49.3,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel Ihud Bnei Jatt,49.3,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel Kafr Kanna,48.8,Israel,Europe,,Israel,Europe,,,Israel,Europe
Bnei Eilat,48.7,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Arad,48.2,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Maccabi Ironi Netivot,47.8,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Beitar Tel Aviv Holon,47.7,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Tzeirey Haifa,47.7,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Bnei Jaffa Ortodoxim,47.3,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Maccabi Bnei Abu Snan,46.9,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Bnei HaGolan VeHaGalil,46.9,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Tzeirei Kafr Kanna,46.8,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel Bnei Ashdod,46.3,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel Ihud Bnei Sumei,46.2,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Maccabi Ahva Sha'ab,46,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel Bnei Ar'ara 'Ara,46,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel Bnei Bi'ina,45.9,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel Yeruham,45.6,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel B. Jadeidi-Makr,45.6,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Shefa-Amr,45.6,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Beitar Kfar Saba,45.6,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Beitar Petah Tikva,45.3,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Ihud Tzeirei Abu Ghosh,45.2,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel Kaukab,45.1,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Ironi Beit Dagan,44.8,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel Deir Hanna,44.7,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel Sandala Gilboa,44.6,Israel,Europe,,Israel,Europe,,,Israel,Europe
Hapoel Kafr Qasim Shouaa,44.5,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Bnei Maghar,44.3,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Tzofi Haifa,43.9,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Maccabi Kfar Yona,43.8,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
AS Holon,43.6,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Mashhad,43.5,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Beitar Ironi Kiryat Gat,43.5,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Sektzia Nes Tziona,43.5,Israel,Europe,,Israel,Europe,,,Israel,Europe
Maccabi Ahi Iksal,43.3,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Kababir,43.2,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Netanya Kolat Cohen,43.1,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Ahi Acre,43.1,Israel,Europe,,Israel,Europe,,,Israel,Europe
Hapoel Ramot Menashe,42.9,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Bnei Qalansawe,42.4,Israel,Europe,,Israel,Europe,,,Israel,Europe
Hapoel Yafia,41.8,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Bnei Jaljulia,41.4,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Beitar Ir Ma'ale Adumim,41.2,Israel,Europe,,Israel,Europe,,,Israel,Europe
Hapoel Qalansawe,40.9,Israel,Europe,,Israel,Europe,,,Israel,Europe
Maccabi Be'er Ya'akov A.,40.5,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Tzeirei Kafr Manda,40.3,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Ahva Kafr Manda,39.6,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Maccabi Sha'arayim,39.5,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Maccabi Giv'at Shmuel,39.4,Israel,Europe,,Israel,Europe,,,Israel,Europe
Maccabi Be'er Sheva,39.1,Israel,Europe,Liga Bet,Israel,Europe,4,Liga Bet,Israel,Europe
Hapoel Bnei Kseifa,38.4,Israel,Europe,,Israel,Europe,,,Israel,Europe
Ironi Bnei Kabul,37.9,Israel,Europe,,Israel,Europe,,,Israel,Europe
Ahli Tamra,37.9,Israel,Europe,,Israel,Europe,,,Israel,Europe
Maccabi Achva Fureidis,36.8,Israel,Europe,,Israel,Europe,,,Israel,Europe
Internazionale,93.5,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Juventus,90.1,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Milan,90,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Napoli,89.4,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Roma,89.3,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Atalanta,88.4,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Como,87.1,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Bologna,85.7,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Lazio,85.6,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Torino,82.3,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Fiorentina,82.2,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Udinese,81.7,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Sassuolo,81.7,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Genoa,81.5,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Cagliari,81.5,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Parma,80.3,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Cremonese,80.2,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Venezia,78.7,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Lecce,78.5,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Pisa,78.3,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Hellas Verona,77.9,Italy,Europe,Serie A,Italy,Europe,1,Serie A,Italy,Europe
Frosinone,77.5,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Palermo,77.3,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Monza,77,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Juve Stabia,75.1,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Modena,75,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Catanzaro,74.9,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Cesena,74.3,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Südtirol,74.1,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Empoli,73.7,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Carrarese,73.5,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Brescia,73.3,Italy,Europe,,Italy,Europe,,,Italy,Europe
Spezia,73.2,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Sampdoria,72.4,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Avellino,72.3,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Padova,72.2,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Virtus Entella,71.8,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Vicenza,71.7,Italy,Europe,Serie C,Italy,Europe,3,Serie C,Italy,Europe
Bari,71.6,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Reggiana,71.5,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Mantova,70.9,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Pescara,70,Italy,Europe,Serie B,Italy,Europe,2,Serie B,Italy,Europe
Benevento,69.5,Italy,Europe,Serie C,Italy,Europe,3,Serie C,Italy,Europe
Arezzo,69.4,Italy,Europe,Serie C,Italy,Europe,3,Serie C,Italy,Europe
Catania,68.7,Italy,Europe,Serie C,Italy,Europe,3,Serie C,Italy,Europe
Real Forio,68.1,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
US Venafro,68,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Boys Caivanese,67.9,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Brindisi,67.9,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Nibbiano & Valtidone,67.5,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
FeralpiSalò,67.2,Italy,Europe,,Italy,Europe,,,Italy,Europe
Modica,67.1,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Bisceglie,67.1,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Digiesse PraiaTortora,67,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Ternana,67,Italy,Europe,Serie C,Italy,Europe,3,Serie C,Italy,Europe
Salernitana,66.9,Italy,Europe,Serie C,Italy,Europe,3,Serie C,Italy,Europe
Lanciano FC,66.7,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Crotone,66.7,Italy,Europe,Serie C,Italy,Europe,3,Serie C,Italy,Europe
Vianese,66.6,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Arconatese,66.2,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Schio,66.2,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Rondinella Marzocco,66.1,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Cavarzano Belluno,66.1,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Aranova,66.1,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Soncinese,66.1,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Cosenza,66.1,Italy,Europe,Serie C,Italy,Europe,3,Serie C,Italy,Europe
Angelana,66,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Certosa,66,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Licata,66,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
RC Angolana,66,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Olympia Agnonese,66,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Apice,66,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Audace Cerignola,66,Italy,Europe,Serie C,Italy,Europe,3,Serie C,Italy,Europe
Mezzolara,65.9,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Matese,65.8,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Melfi,65.8,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Angelo Cristofaro,65.8,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Ascoli,65.8,Italy,Europe,Serie C,Italy,Europe,3,Serie C,Italy,Europe
Città di Anagni,65.7,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Villafranchese,65.7,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Pavonese,65.7,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Ebolitana,65.7,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Santegidiese,65.7,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Grassina,65.6,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Lavarian Mortean Esperia,65.6,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Millesimo,65.6,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Pietra Ligure,65.6,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Fiorenzuola,65.5,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Gladiator,65.5,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Terre Di Castelli,65.5,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Ravenna,65.5,Italy,Europe,Serie C,Italy,Europe,3,Serie C,Italy,Europe
Trebisacce,65.3,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Juventus II,65.3,Italy,Europe,Serie C,Italy,Europe,3,Serie C,Italy,Europe
Sandonà,65.2,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
San Cataldo,65.2,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Ercolanese,65.2,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Grifone GialloVerde,65.2,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Monopoli,65.2,Italy,Europe,Serie C,Italy,Europe,3,Serie C,Italy,Europe
Battipagliese,65.1,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Casertana,65.1,Italy,Europe,Serie C,Italy,Europe,3,Serie C,Italy,Europe
Pietralunghese,65,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Nuovo Pordenone,65,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Canosa,64.9,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Union Brescia,64.9,Italy,Europe,Serie C,Italy,Europe,3,Serie C,Italy,Europe
Alessandria,64.8,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
BSV Garda,64.8,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Medicina Fossatone,64.8,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Rovereto,64.8,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Lucchese,64.8,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Città di Isernia,64.8,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Trapani 1905,64.8,Italy,Europe,Serie C,Italy,Europe,3,Serie C,Italy,Europe
Borgosesia,64.7,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Messana,64.7,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Muggia,64.7,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Stilomonasterace,64.7,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
Lecco,64.7,Italy,Europe,Serie C,Italy,Europe,3,Serie C,Italy,Europe
Tavernelle,64.6,Italy,Europe,Eccellenza,Italy,Europe,4,Eccellenza,Italy,Europe
